FromBIC,ToBIC,TimeTakenInMinutes
NATAAU3302S,SOGEFRPPXXX,105
SOGEFRPPXXX,NATAAU3302S,105
BLKBCH22XXX,SOGEFRPPXXX,235
SOGEFRPPXXX,BLKBCH22XXX,235
CRESCHZZXXX,SOGEFRPPXXX,182
SOGEFRPPXXX,CRESCHZZXXX,182
HSBCGB2LXXX,SOGEFRPPXXX,98
SOGEFRPPXXX,HSBCGB2LXXX,98
SBININBBFXD,SOGEFRPPXXX,102
SOGEFRPPXXX,SBININBBFXD,102
ANZBAU3MXXX,SOGEFRPPXXX,230
SOGEFRPPXXX,ANZBAU3MXXX,230
BOTKJPJTXXX,SOGEFRPPXXX,230
SOGEFRPPXXX,BOTKJPJTXXX,230
BARCGB22XXX,SOGEFRPPXXX,209
SOGEFRPPXXX,BARCGB22XXX,209
SMBCJPJTXXX,SOGEFRPPXXX,106
SOGEFRPPXXX,SMBCJPJTXXX,106
CUSCAU2SXXX,SOGEFRPPXXX,148
SOGEFRPPXXX,CUSCAU2SXXX,148
ICICINBBCTS,SOGEFRPPXXX,199
SOGEFRPPXXX,ICICINBBCTS,199
WFBIUS6SXXX,SOGEFRPPXXX,69
SOGEFRPPXXX,WFBIUS6SXXX,69
ABOCCNBJXXX,SOGEFRPPXXX,92
SOGEFRPPXXX,ABOCCNBJXXX,92
BKCHCNBJXXX,SOGEFRPPXXX,68
SOGEFRPPXXX,BKCHCNBJXXX,68
HYVEDEMMXXX,SOGEFRPPXXX,212
SOGEFRPPXXX,HYVEDEMMXXX,212
HELADEF1RRS,SOGEFRPPXXX,173
SOGEFRPPXXX,HELADEF1RRS,173
BOFAUS3NXXX,SOGEFRPPXXX,128
SOGEFRPPXXX,BOFAUS3NXXX,128
BAFUCH22XXX,SOGEFRPPXXX,174
SOGEFRPPXXX,BAFUCH22XXX,174
UTIBINBBXXX,SOGEFRPPXXX,114
SOGEFRPPXXX,UTIBINBBXXX,114
CITIUS33XXX,SOGEFRPPXXX,111
SOGEFRPPXXX,CITIUS33XXX,111
CHASUS33XXX,SOGEFRPPXXX,224
SOGEFRPPXXX,CHASUS33XXX,224
HDFCINBBXXX,SOGEFRPPXXX,117
SOGEFRPPXXX,HDFCINBBXXX,117
UBSWCHZH80A,SOGEFRPPXXX,221
SOGEFRPPXXX,UBSWCHZH80A,221
CCBCCNBJXXX,SOGEFRPPXXX,191
SOGEFRPPXXX,CCBCCNBJXXX,191
RABONL2UXXX,SOGEFRPPXXX,233
SOGEFRPPXXX,RABONL2UXXX,233
RBOSGB2LXXX,SOGEFRPPXXX,106
SOGEFRPPXXX,RBOSGB2LXXX,106
MIDLGB22XXX,SOGEFRPPXXX,79
SOGEFRPPXXX,MIDLGB22XXX,79
COBADEFFXXX,SOGEFRPPXXX,186
SOGEFRPPXXX,COBADEFFXXX,186
WPACAU2SXXX,SOGEFRPPXXX,197
SOGEFRPPXXX,WPACAU2SXXX,197
INGBNL2AXXX,SOGEFRPPXXX,170
SOGEFRPPXXX,INGBNL2AXXX,170
PCBCCNBJXXX,SOGEFRPPXXX,89
SOGEFRPPXXX,PCBCCNBJXXX,89
BNPAGB22XXX,MIDLGB22XXX,11
MIDLGB22XXX,BNPAGB22XXX,11
SCBLGB2LXXX,MIDLGB22XXX,80
MIDLGB22XXX,SCBLGB2LXXX,80
HSBCGB2LXXX,MIDLGB22XXX,112
MIDLGB22XXX,HSBCGB2LXXX,112
AGRNGB2LXXX,MIDLGB22XXX,37
MIDLGB22XXX,AGRNGB2LXXX,37
LLOYGB2LXXX,MIDLGB22XXX,108
MIDLGB22XXX,LLOYGB2LXXX,108
BARCGB22XXX,MIDLGB22XXX,105
MIDLGB22XXX,BARCGB22XXX,105
NWBKGB2LXXX,MIDLGB22XXX,30
MIDLGB22XXX,NWBKGB2LXXX,30
RBOSGB2LXXX,MIDLGB22XXX,87
MIDLGB22XXX,RBOSGB2LXXX,87
JPMCGB2LXXX,MIDLGB22XXX,15
MIDLGB22XXX,JPMCGB2LXXX,15
BNPAFRPPXXX,MIDLGB22XXX,178
MIDLGB22XXX,BNPAFRPPXXX,178
KNABNL2HXXX,MIDLGB22XXX,134
MIDLGB22XXX,KNABNL2HXXX,134
MHCBJPJTXXX,MIDLGB22XXX,77
MIDLGB22XXX,MHCBJPJTXXX,77
ABNANL2AXXX,MIDLGB22XXX,211
MIDLGB22XXX,ABNANL2AXXX,211
DEUTDEBBXXX,MIDLGB22XXX,143
MIDLGB22XXX,DEUTDEBBXXX,143
MMTOJPJTXXX,MIDLGB22XXX,230
MIDLGB22XXX,MMTOJPJTXXX,230
NATAAU3302S,MIDLGB22XXX,143
MIDLGB22XXX,NATAAU3302S,143
BLKBCH22XXX,MIDLGB22XXX,211
MIDLGB22XXX,BLKBCH22XXX,211
CRESCHZZXXX,MIDLGB22XXX,163
MIDLGB22XXX,CRESCHZZXXX,163
CRLYFRPPXXX,MIDLGB22XXX,198
MIDLGB22XXX,CRLYFRPPXXX,198
AGRIFRPPXXX,MIDLGB22XXX,82
MIDLGB22XXX,AGRIFRPPXXX,82
SBININBBFXD,MIDLGB22XXX,147
MIDLGB22XXX,SBININBBFXD,147
ANZBAU3MXXX,MIDLGB22XXX,74
MIDLGB22XXX,ANZBAU3MXXX,74
BOTKJPJTXXX,MIDLGB22XXX,62
MIDLGB22XXX,BOTKJPJTXXX,62
SMBCJPJTXXX,MIDLGB22XXX,98
MIDLGB22XXX,SMBCJPJTXXX,98
CUSCAU2SXXX,MIDLGB22XXX,66
MIDLGB22XXX,CUSCAU2SXXX,66
ICICINBBCTS,MIDLGB22XXX,108
MIDLGB22XXX,ICICINBBCTS,108
WFBIUS6SXXX,MIDLGB22XXX,118
MIDLGB22XXX,WFBIUS6SXXX,118
ABOCCNBJXXX,MIDLGB22XXX,193
MIDLGB22XXX,ABOCCNBJXXX,193
BKCHCNBJXXX,MIDLGB22XXX,65
MIDLGB22XXX,BKCHCNBJXXX,65
HYVEDEMMXXX,MIDLGB22XXX,228
MIDLGB22XXX,HYVEDEMMXXX,228
HELADEF1RRS,MIDLGB22XXX,222
MIDLGB22XXX,HELADEF1RRS,222
BOFAUS3NXXX,MIDLGB22XXX,67
MIDLGB22XXX,BOFAUS3NXXX,67
BAFUCH22XXX,MIDLGB22XXX,152
MIDLGB22XXX,BAFUCH22XXX,152
UTIBINBBXXX,MIDLGB22XXX,194
MIDLGB22XXX,UTIBINBBXXX,194
CITIUS33XXX,MIDLGB22XXX,108
MIDLGB22XXX,CITIUS33XXX,108
CHASUS33XXX,MIDLGB22XXX,119
MIDLGB22XXX,CHASUS33XXX,119
HDFCINBBXXX,MIDLGB22XXX,156
MIDLGB22XXX,HDFCINBBXXX,156
UBSWCHZH80A,MIDLGB22XXX,138
MIDLGB22XXX,UBSWCHZH80A,138
CCBCCNBJXXX,MIDLGB22XXX,235
MIDLGB22XXX,CCBCCNBJXXX,235
RABONL2UXXX,MIDLGB22XXX,164
MIDLGB22XXX,RABONL2UXXX,164
SOGEFRPPXXX,MIDLGB22XXX,76
MIDLGB22XXX,SOGEFRPPXXX,76
COBADEFFXXX,MIDLGB22XXX,129
MIDLGB22XXX,COBADEFFXXX,129
WPACAU2SXXX,MIDLGB22XXX,182
MIDLGB22XXX,WPACAU2SXXX,182
INGBNL2AXXX,MIDLGB22XXX,227
MIDLGB22XXX,INGBNL2AXXX,227
PCBCCNBJXXX,MIDLGB22XXX,212
MIDLGB22XXX,PCBCCNBJXXX,212
DEUTDEBBXXX,COBADEFFXXX,85
COBADEFFXXX,DEUTDEBBXXX,85
RVSADE77XXX,COBADEFFXXX,56
COBADEFFXXX,RVSADE77XXX,56
MARBDE6LXXX,COBADEFFXXX,92
COBADEFFXXX,MARBDE6LXXX,92
HYVEDEMMXXX,COBADEFFXXX,33
COBADEFFXXX,HYVEDEMMXXX,33
HELADEF1RRS,COBADEFFXXX,28
COBADEFFXXX,HELADEF1RRS,28
DRESDEFFXXX,COBADEFFXXX,107
COBADEFFXXX,DRESDEFFXXX,107
GENODEFFXXX,COBADEFFXXX,92
COBADEFFXXX,GENODEFFXXX,92
MALADE51XXX,COBADEFFXXX,37
COBADEFFXXX,MALADE51XXX,37
INGBDEFFXXX,COBADEFFXXX,109
COBADEFFXXX,INGBDEFFXXX,109
BNPAFRPPXXX,COBADEFFXXX,221
COBADEFFXXX,BNPAFRPPXXX,221
KNABNL2HXXX,COBADEFFXXX,108
COBADEFFXXX,KNABNL2HXXX,108
MHCBJPJTXXX,COBADEFFXXX,76
COBADEFFXXX,MHCBJPJTXXX,76
ABNANL2AXXX,COBADEFFXXX,98
COBADEFFXXX,ABNANL2AXXX,98
MMTOJPJTXXX,COBADEFFXXX,60
COBADEFFXXX,MMTOJPJTXXX,60
NATAAU3302S,COBADEFFXXX,81
COBADEFFXXX,NATAAU3302S,81
BLKBCH22XXX,COBADEFFXXX,86
COBADEFFXXX,BLKBCH22XXX,86
CRESCHZZXXX,COBADEFFXXX,223
COBADEFFXXX,CRESCHZZXXX,223
CRLYFRPPXXX,COBADEFFXXX,88
COBADEFFXXX,CRLYFRPPXXX,88
AGRIFRPPXXX,COBADEFFXXX,179
COBADEFFXXX,AGRIFRPPXXX,179
HSBCGB2LXXX,COBADEFFXXX,177
COBADEFFXXX,HSBCGB2LXXX,177
SBININBBFXD,COBADEFFXXX,137
COBADEFFXXX,SBININBBFXD,137
ANZBAU3MXXX,COBADEFFXXX,238
COBADEFFXXX,ANZBAU3MXXX,238
BOTKJPJTXXX,COBADEFFXXX,92
COBADEFFXXX,BOTKJPJTXXX,92
BARCGB22XXX,COBADEFFXXX,216
COBADEFFXXX,BARCGB22XXX,216
SMBCJPJTXXX,COBADEFFXXX,232
COBADEFFXXX,SMBCJPJTXXX,232
CUSCAU2SXXX,COBADEFFXXX,197
COBADEFFXXX,CUSCAU2SXXX,197
ICICINBBCTS,COBADEFFXXX,232
COBADEFFXXX,ICICINBBCTS,232
WFBIUS6SXXX,COBADEFFXXX,120
COBADEFFXXX,WFBIUS6SXXX,120
ABOCCNBJXXX,COBADEFFXXX,139
COBADEFFXXX,ABOCCNBJXXX,139
BKCHCNBJXXX,COBADEFFXXX,219
COBADEFFXXX,BKCHCNBJXXX,219
BOFAUS3NXXX,COBADEFFXXX,92
COBADEFFXXX,BOFAUS3NXXX,92
BAFUCH22XXX,COBADEFFXXX,70
COBADEFFXXX,BAFUCH22XXX,70
UTIBINBBXXX,COBADEFFXXX,108
COBADEFFXXX,UTIBINBBXXX,108
CITIUS33XXX,COBADEFFXXX,216
COBADEFFXXX,CITIUS33XXX,216
CHASUS33XXX,COBADEFFXXX,106
COBADEFFXXX,CHASUS33XXX,106
HDFCINBBXXX,COBADEFFXXX,135
COBADEFFXXX,HDFCINBBXXX,135
UBSWCHZH80A,COBADEFFXXX,180
COBADEFFXXX,UBSWCHZH80A,180
CCBCCNBJXXX,COBADEFFXXX,229
COBADEFFXXX,CCBCCNBJXXX,229
RABONL2UXXX,COBADEFFXXX,177
COBADEFFXXX,RABONL2UXXX,177
RBOSGB2LXXX,COBADEFFXXX,148
COBADEFFXXX,RBOSGB2LXXX,148
SOGEFRPPXXX,COBADEFFXXX,210
COBADEFFXXX,SOGEFRPPXXX,210
MIDLGB22XXX,COBADEFFXXX,225
COBADEFFXXX,MIDLGB22XXX,225
WPACAU2SXXX,COBADEFFXXX,164
COBADEFFXXX,WPACAU2SXXX,164
INGBNL2AXXX,COBADEFFXXX,68
COBADEFFXXX,INGBNL2AXXX,68
PCBCCNBJXXX,COBADEFFXXX,226
COBADEFFXXX,PCBCCNBJXXX,226
BENDAU3BXXX,WPACAU2SXXX,94
WPACAU2SXXX,BENDAU3BXXX,94
SGBLAU2SXXX,WPACAU2SXXX,33
WPACAU2SXXX,SGBLAU2SXXX,33
RBOSAU2SXXX,WPACAU2SXXX,109
WPACAU2SXXX,RBOSAU2SXXX,109
NATAAU3302S,WPACAU2SXXX,113
WPACAU2SXXX,NATAAU3302S,113
ANZBAU3MXXX,WPACAU2SXXX,112
WPACAU2SXXX,ANZBAU3MXXX,112
CUSCAU2SXXX,WPACAU2SXXX,66
WPACAU2SXXX,CUSCAU2SXXX,66
HSBCAU2SXXX,WPACAU2SXXX,44
WPACAU2SXXX,HSBCAU2SXXX,44
QSNWAU4BXXX,WPACAU2SXXX,110
WPACAU2SXXX,QSNWAU4BXXX,110
BKWAAU4SXXX,WPACAU2SXXX,88
WPACAU2SXXX,BKWAAU4SXXX,88
BNPAFRPPXXX,WPACAU2SXXX,87
WPACAU2SXXX,BNPAFRPPXXX,87
KNABNL2HXXX,WPACAU2SXXX,201
WPACAU2SXXX,KNABNL2HXXX,201
MHCBJPJTXXX,WPACAU2SXXX,134
WPACAU2SXXX,MHCBJPJTXXX,134
ABNANL2AXXX,WPACAU2SXXX,78
WPACAU2SXXX,ABNANL2AXXX,78
DEUTDEBBXXX,WPACAU2SXXX,81
WPACAU2SXXX,DEUTDEBBXXX,81
MMTOJPJTXXX,WPACAU2SXXX,213
WPACAU2SXXX,MMTOJPJTXXX,213
BLKBCH22XXX,WPACAU2SXXX,238
WPACAU2SXXX,BLKBCH22XXX,238
CRESCHZZXXX,WPACAU2SXXX,113
WPACAU2SXXX,CRESCHZZXXX,113
CRLYFRPPXXX,WPACAU2SXXX,224
WPACAU2SXXX,CRLYFRPPXXX,224
AGRIFRPPXXX,WPACAU2SXXX,105
WPACAU2SXXX,AGRIFRPPXXX,105
HSBCGB2LXXX,WPACAU2SXXX,88
WPACAU2SXXX,HSBCGB2LXXX,88
SBININBBFXD,WPACAU2SXXX,89
WPACAU2SXXX,SBININBBFXD,89
BOTKJPJTXXX,WPACAU2SXXX,181
WPACAU2SXXX,BOTKJPJTXXX,181
BARCGB22XXX,WPACAU2SXXX,209
WPACAU2SXXX,BARCGB22XXX,209
SMBCJPJTXXX,WPACAU2SXXX,78
WPACAU2SXXX,SMBCJPJTXXX,78
ICICINBBCTS,WPACAU2SXXX,117
WPACAU2SXXX,ICICINBBCTS,117
WFBIUS6SXXX,WPACAU2SXXX,117
WPACAU2SXXX,WFBIUS6SXXX,117
ABOCCNBJXXX,WPACAU2SXXX,228
WPACAU2SXXX,ABOCCNBJXXX,228
BKCHCNBJXXX,WPACAU2SXXX,102
WPACAU2SXXX,BKCHCNBJXXX,102
HYVEDEMMXXX,WPACAU2SXXX,222
WPACAU2SXXX,HYVEDEMMXXX,222
HELADEF1RRS,WPACAU2SXXX,236
WPACAU2SXXX,HELADEF1RRS,236
BOFAUS3NXXX,WPACAU2SXXX,87
WPACAU2SXXX,BOFAUS3NXXX,87
BAFUCH22XXX,WPACAU2SXXX,167
WPACAU2SXXX,BAFUCH22XXX,167
UTIBINBBXXX,WPACAU2SXXX,90
WPACAU2SXXX,UTIBINBBXXX,90
CITIUS33XXX,WPACAU2SXXX,236
WPACAU2SXXX,CITIUS33XXX,236
CHASUS33XXX,WPACAU2SXXX,142
WPACAU2SXXX,CHASUS33XXX,142
HDFCINBBXXX,WPACAU2SXXX,62
WPACAU2SXXX,HDFCINBBXXX,62
UBSWCHZH80A,WPACAU2SXXX,140
WPACAU2SXXX,UBSWCHZH80A,140
CCBCCNBJXXX,WPACAU2SXXX,194
WPACAU2SXXX,CCBCCNBJXXX,194
RABONL2UXXX,WPACAU2SXXX,213
WPACAU2SXXX,RABONL2UXXX,213
RBOSGB2LXXX,WPACAU2SXXX,77
WPACAU2SXXX,RBOSGB2LXXX,77
SOGEFRPPXXX,WPACAU2SXXX,221
WPACAU2SXXX,SOGEFRPPXXX,221
MIDLGB22XXX,WPACAU2SXXX,174
WPACAU2SXXX,MIDLGB22XXX,174
COBADEFFXXX,WPACAU2SXXX,151
WPACAU2SXXX,COBADEFFXXX,151
INGBNL2AXXX,WPACAU2SXXX,240
WPACAU2SXXX,INGBNL2AXXX,240
PCBCCNBJXXX,WPACAU2SXXX,195
WPACAU2SXXX,PCBCCNBJXXX,195
FVLBNL22XXX,INGBNL2AXXX,53
INGBNL2AXXX,FVLBNL22XXX,53
KNABNL2HXXX,INGBNL2AXXX,128
INGBNL2AXXX,KNABNL2HXXX,128
ABNANL2AXXX,INGBNL2AXXX,15
INGBNL2AXXX,ABNANL2AXXX,15
SNSBNL2AXXX,INGBNL2AXXX,41
INGBNL2AXXX,SNSBNL2AXXX,41
TRIONL2UXXX,INGBNL2AXXX,38
INGBNL2AXXX,TRIONL2UXXX,38
NWABNL2GXXX,INGBNL2AXXX,34
INGBNL2AXXX,NWABNL2GXXX,34
RABONL2UXXX,INGBNL2AXXX,61
INGBNL2AXXX,RABONL2UXXX,61
RBRBNL21XXX,INGBNL2AXXX,119
INGBNL2AXXX,RBRBNL21XXX,119
ASNBNL21XXX,INGBNL2AXXX,13
INGBNL2AXXX,ASNBNL21XXX,13
BNPAFRPPXXX,INGBNL2AXXX,155
INGBNL2AXXX,BNPAFRPPXXX,155
MHCBJPJTXXX,INGBNL2AXXX,100
INGBNL2AXXX,MHCBJPJTXXX,100
DEUTDEBBXXX,INGBNL2AXXX,122
INGBNL2AXXX,DEUTDEBBXXX,122
MMTOJPJTXXX,INGBNL2AXXX,143
INGBNL2AXXX,MMTOJPJTXXX,143
NATAAU3302S,INGBNL2AXXX,142
INGBNL2AXXX,NATAAU3302S,142
BLKBCH22XXX,INGBNL2AXXX,104
INGBNL2AXXX,BLKBCH22XXX,104
CRESCHZZXXX,INGBNL2AXXX,138
INGBNL2AXXX,CRESCHZZXXX,138
CRLYFRPPXXX,INGBNL2AXXX,170
INGBNL2AXXX,CRLYFRPPXXX,170
AGRIFRPPXXX,INGBNL2AXXX,212
INGBNL2AXXX,AGRIFRPPXXX,212
HSBCGB2LXXX,INGBNL2AXXX,168
INGBNL2AXXX,HSBCGB2LXXX,168
SBININBBFXD,INGBNL2AXXX,166
INGBNL2AXXX,SBININBBFXD,166
ANZBAU3MXXX,INGBNL2AXXX,113
INGBNL2AXXX,ANZBAU3MXXX,113
BOTKJPJTXXX,INGBNL2AXXX,171
INGBNL2AXXX,BOTKJPJTXXX,171
BARCGB22XXX,INGBNL2AXXX,66
INGBNL2AXXX,BARCGB22XXX,66
SMBCJPJTXXX,INGBNL2AXXX,66
INGBNL2AXXX,SMBCJPJTXXX,66
CUSCAU2SXXX,INGBNL2AXXX,143
INGBNL2AXXX,CUSCAU2SXXX,143
ICICINBBCTS,INGBNL2AXXX,83
INGBNL2AXXX,ICICINBBCTS,83
WFBIUS6SXXX,INGBNL2AXXX,228
INGBNL2AXXX,WFBIUS6SXXX,228
ABOCCNBJXXX,INGBNL2AXXX,76
INGBNL2AXXX,ABOCCNBJXXX,76
BKCHCNBJXXX,INGBNL2AXXX,175
INGBNL2AXXX,BKCHCNBJXXX,175
HYVEDEMMXXX,INGBNL2AXXX,227
INGBNL2AXXX,HYVEDEMMXXX,227
HELADEF1RRS,INGBNL2AXXX,212
INGBNL2AXXX,HELADEF1RRS,212
BOFAUS3NXXX,INGBNL2AXXX,240
INGBNL2AXXX,BOFAUS3NXXX,240
BAFUCH22XXX,INGBNL2AXXX,224
INGBNL2AXXX,BAFUCH22XXX,224
UTIBINBBXXX,INGBNL2AXXX,220
INGBNL2AXXX,UTIBINBBXXX,220
CITIUS33XXX,INGBNL2AXXX,106
INGBNL2AXXX,CITIUS33XXX,106
CHASUS33XXX,INGBNL2AXXX,86
INGBNL2AXXX,CHASUS33XXX,86
HDFCINBBXXX,INGBNL2AXXX,76
INGBNL2AXXX,HDFCINBBXXX,76
UBSWCHZH80A,INGBNL2AXXX,184
INGBNL2AXXX,UBSWCHZH80A,184
CCBCCNBJXXX,INGBNL2AXXX,68
INGBNL2AXXX,CCBCCNBJXXX,68
RBOSGB2LXXX,INGBNL2AXXX,81
INGBNL2AXXX,RBOSGB2LXXX,81
SOGEFRPPXXX,INGBNL2AXXX,99
INGBNL2AXXX,SOGEFRPPXXX,99
MIDLGB22XXX,INGBNL2AXXX,109
INGBNL2AXXX,MIDLGB22XXX,109
COBADEFFXXX,INGBNL2AXXX,144
INGBNL2AXXX,COBADEFFXXX,144
WPACAU2SXXX,INGBNL2AXXX,182
INGBNL2AXXX,WPACAU2SXXX,182
PCBCCNBJXXX,INGBNL2AXXX,191
INGBNL2AXXX,PCBCCNBJXXX,191
CMBCCNBSXXX,PCBCCNBJXXX,96
PCBCCNBJXXX,CMBCCNBSXXX,96
INDCCNSHXXX,PCBCCNBJXXX,23
PCBCCNBJXXX,INDCCNSHXXX,23
UNIACNBJXXX,PCBCCNBJXXX,51
PCBCCNBJXXX,UNIACNBJXXX,51
CETCCNBJXXX,PCBCCNBJXXX,76
PCBCCNBJXXX,CETCCNBJXXX,76
PSBCCNBJXXX,PCBCCNBJXXX,96
PCBCCNBJXXX,PSBCCNBJXXX,96
ABOCCNBJXXX,PCBCCNBJXXX,122
PCBCCNBJXXX,ABOCCNBJXXX,122
BKCHCNBJXXX,PCBCCNBJXXX,112
PCBCCNBJXXX,BKCHCNBJXXX,112
CCBCCNBJXXX,PCBCCNBJXXX,50
PCBCCNBJXXX,CCBCCNBJXXX,50
BOCMCNBJXXX,PCBCCNBJXXX,126
PCBCCNBJXXX,BOCMCNBJXXX,126
BNPAFRPPXXX,PCBCCNBJXXX,220
PCBCCNBJXXX,BNPAFRPPXXX,220
KNABNL2HXXX,PCBCCNBJXXX,203
PCBCCNBJXXX,KNABNL2HXXX,203
MHCBJPJTXXX,PCBCCNBJXXX,77
PCBCCNBJXXX,MHCBJPJTXXX,77
ABNANL2AXXX,PCBCCNBJXXX,207
PCBCCNBJXXX,ABNANL2AXXX,207
DEUTDEBBXXX,PCBCCNBJXXX,220
PCBCCNBJXXX,DEUTDEBBXXX,220
MMTOJPJTXXX,PCBCCNBJXXX,193
PCBCCNBJXXX,MMTOJPJTXXX,193
NATAAU3302S,PCBCCNBJXXX,194
PCBCCNBJXXX,NATAAU3302S,194
BLKBCH22XXX,PCBCCNBJXXX,191
PCBCCNBJXXX,BLKBCH22XXX,191
CRESCHZZXXX,PCBCCNBJXXX,192
PCBCCNBJXXX,CRESCHZZXXX,192
CRLYFRPPXXX,PCBCCNBJXXX,178
PCBCCNBJXXX,CRLYFRPPXXX,178
AGRIFRPPXXX,PCBCCNBJXXX,171
PCBCCNBJXXX,AGRIFRPPXXX,171
HSBCGB2LXXX,PCBCCNBJXXX,239
PCBCCNBJXXX,HSBCGB2LXXX,239
SBININBBFXD,PCBCCNBJXXX,204
PCBCCNBJXXX,SBININBBFXD,204
ANZBAU3MXXX,PCBCCNBJXXX,187
PCBCCNBJXXX,ANZBAU3MXXX,187
BOTKJPJTXXX,PCBCCNBJXXX,182
PCBCCNBJXXX,BOTKJPJTXXX,182
BARCGB22XXX,PCBCCNBJXXX,213
PCBCCNBJXXX,BARCGB22XXX,213
SMBCJPJTXXX,PCBCCNBJXXX,209
PCBCCNBJXXX,SMBCJPJTXXX,209
CUSCAU2SXXX,PCBCCNBJXXX,221
PCBCCNBJXXX,CUSCAU2SXXX,221
ICICINBBCTS,PCBCCNBJXXX,81
PCBCCNBJXXX,ICICINBBCTS,81
WFBIUS6SXXX,PCBCCNBJXXX,112
PCBCCNBJXXX,WFBIUS6SXXX,112
HYVEDEMMXXX,PCBCCNBJXXX,163
PCBCCNBJXXX,HYVEDEMMXXX,163
HELADEF1RRS,PCBCCNBJXXX,213
PCBCCNBJXXX,HELADEF1RRS,213
BOFAUS3NXXX,PCBCCNBJXXX,60
PCBCCNBJXXX,BOFAUS3NXXX,60
BAFUCH22XXX,PCBCCNBJXXX,184
PCBCCNBJXXX,BAFUCH22XXX,184
UTIBINBBXXX,PCBCCNBJXXX,93
PCBCCNBJXXX,UTIBINBBXXX,93
CITIUS33XXX,PCBCCNBJXXX,160
PCBCCNBJXXX,CITIUS33XXX,160
CHASUS33XXX,PCBCCNBJXXX,133
PCBCCNBJXXX,CHASUS33XXX,133
HDFCINBBXXX,PCBCCNBJXXX,80
PCBCCNBJXXX,HDFCINBBXXX,80
UBSWCHZH80A,PCBCCNBJXXX,132
PCBCCNBJXXX,UBSWCHZH80A,132
RABONL2UXXX,PCBCCNBJXXX,193
PCBCCNBJXXX,RABONL2UXXX,193
RBOSGB2LXXX,PCBCCNBJXXX,73
PCBCCNBJXXX,RBOSGB2LXXX,73
SOGEFRPPXXX,PCBCCNBJXXX,111
PCBCCNBJXXX,SOGEFRPPXXX,111
MIDLGB22XXX,PCBCCNBJXXX,155
PCBCCNBJXXX,MIDLGB22XXX,155
COBADEFFXXX,PCBCCNBJXXX,90
PCBCCNBJXXX,COBADEFFXXX,90
WPACAU2SXXX,PCBCCNBJXXX,78
PCBCCNBJXXX,WPACAU2SXXX,78
INGBNL2AXXX,PCBCCNBJXXX,135
PCBCCNBJXXX,INGBNL2AXXX,135
